text,label
"clumsy and obvious

I found this book very depressing because the author is so obviously in love with his idea that he forgot to write a novel. I'm fascinated by the topic of religious people questioning their faith, so I would have been very interested in the first section if only there had been any real people involved. But there's no character development; there's just the author working out an idea with wooden puppets. And the irony, if that's what it is, of the doubting minister's grandson ending up in a cult is too clumsy and obvious for this book to deserve any respect.",0
"hilarious and awesome

this cd is awesome. i frickin love it soo much the jokes r hilarious and i love the songs...theyre played better live!! u should definatly buy this cd. some of ther jokes r weird but i still love em'...so waht ru waiting for go buy it!! cd highlights: all the small things, carousel, dammit,family reunion (hilarious its like 12 words!!), and man overboard!! blink 182 rock!!",1
"Flashing Phenomena

I think for better understanding to learn about Nuclear Power Plant System (NPPS), we must learn first about Boiling and Two-phase flow as an important part of thermohydraulics system in NPPS",1
"Worked for a while

Gave this to our 6 year old daughter for Christmas. It worked fine for a couple of months, but now won't work at all. We have replaced the batteries, reprogrammed the ATM code, re-input all the coins. What a waste of time and money. It was fun while it worked.",0
"ON/OFF switch SPARKS!!! FIRE HAZARD!!!!

I wrote an earlier review giving this warmer 5 stars because it heated the bottles so fast and the cooler portion made it easy to use anywhere in the house and travel. BUT I noticed that the ON/OFF switch SPARKED EVERY TIME you turned it off.Luckily, I had kept the box so I just exchanged it for another only to discover the second did the exact same thing! This is a HUGE FIRE HAZARD! I have contacted The First Years about this problem but so far have not rec'vd a reply. I even searched for information about Recalls on this warmer but found nothing. Maybe it was just a fluke that I purchased the two out there that did this - but if I were you I wouldnt take the chance that there are more with this problem, avoiding it altogether and buy a different brand!Initially I would have recommended this warmer but now I say DONT BUY IT! The on/off switch needs to re-designed before it is safe to use. (I wouldn't be surprized if this gets recalled!)",0
"this movie is so aweful!

OK, this movie is the worst, i dont know if it was just badwritting, bad acting, or both. probably both. Clooney is the worsetBatman to-date. Kilmer wasnt much better in Batman Forever, but thatmovie at least had good roles from Carrey and Jones. Batman and Robinhad NOTHING!Worset part was Silverstone, i swear, i got a cavityafter seeing this movie, she was way too sweet, made me wanna PUKE!The whole story-line was confusing and pointless.If there is aBatman 5, i sure hope the kill off Robin and Batgirl, and get KeatonBACK, HE was the GREATEST Batman of all time",0
"Don't get it!

I chose to purchase this DVD based on other reviews, and that he received good reviews for his appearance on the Three Amigos DVD (comedy with Carlos Mencia/Freddy Soto). TOTALLY don't get how this got even 1 star...let alone 4 and 5! Maybe I'm just getting old! :) My 18 and 20 year old found it funny...but me and my husband just didn't get it.",0
"Works Great, Easy Setup

I had this thing set up in under 10 minutes. I forgot to unplug my cable modem and plug it back in ro refresh settings after hooking up to the router, my mistake and what caused an extra 5 minutes. This was about the easiest piece of electronic equipment I've purchased. I too am not a newbie but the Quick Instruction Sheet is easy to follow and setup is easy even if you are not at all tech savvy. Now I have more than one computer set up on my network and wireless! I recommend highly!",1
"Superior

Outstanding product! The 402LB is so accurate every time. I got tired of my brand new digital scale being up to 5 pounds off every time. I weighed myself several times back to back and got all different readings. Its so nice to weigh myself knowing that the accuracy is there. I'm a recent Lapband patient(Aug 6) and I often have to monitor my weight to stay on top of my weight control.Thank you for an excellent & superior product.",1
"Oh! really?

If Jack Kennedy would have married Gunilla Von Post, he would have cheated with Jackie probably. He was a born philanderer and we should take these letters with a grain of salt.",0
"Pathetic!

I previously read ""Ashes to Ashes"" and ""Dust to Dust"" and was mildly entertained............characters were at least believable. This ""Night Sins"" was laughable and a waste of time. The main characters (Holt and O'Malley) were either hating each other or jumping into the sack.........the ""love"" scenes were a joke! The ""plot"" was unbelievable as well. Hoag writes in the first person to almost everyone except of course, the villan. I will never pick up another of her novels.........not even the follow up to this never ending melodrama. Don't waste your money or time ...",0
"""Hedgehog"" will incite your IMAGINATION

If you have any love of animation at all - the artistry, the depth, the impact - the Masters of Russian Animation volumes are a MUST OWN. In this edition, Norstein's ""Hedgehog in the Fog"" will tickle and please your visual imagination like NOTHING else! I presented this short film to an American suburban community center audience and they were SPELLBOUND! I've owned a lot of films on DVD (and sold a lot - crazy recession), but I'll never relinquish any of the four volumes in this series. NEVER! Enjoy, with my regards.",1
"Great Product

Just the right consistency. Absorbs well, and cleared up my baby's dry skin eczema within days of use. Not a super pleasant scent, but then again, it's not scented: so that's the whole point. If it smelled nice, it would probably contain an unnecessary and potentially harmful ingredient. The smell is kind of rubbery, but not very strong, and I don't smell it except when I am putting it on.",1
"Where are the opposing views?

I was greatly disappointed and even disgusted with this book. To begin with, my husband, siblings and many friends of my family is serving in Iraq, have recently returned or on their way back. Where is the voice of the ones that agree with the cause? (I know over fifty Marines, Airmen and Soldiers that find Moore offensive and despicable. One Navy Officer friend of mine wrote him a letter of condemnation, where is this?) I question the validity of the majority of these letters. Especially after having seen the Military personnel, Families of the dead and the Trooper who he used in Fahrenheit speaking out about his false representation of them in his film. Moore has disappointed me, yet again, with this bulk of self serving, money making, garbage.",0
"Propaganda for the Confederacy

I believe this entire film was made for the sole purpose of getting sympathy to the Cofederacy. Most of the story follows Stonewall Jackson and the story is way too drawn out. The only good part is the battle seens but they do not totally show the grusomeness of war. Anyone who promotes this crap must be a rebel. Creighton Lovelace should be arrested for treason in his idea of a returning Confederate States of America. Guess what, I am a Yankee and an American. You southerners need to stop all this Confederate flag debates and bumber stickers. You should be honoring the country you live and not try to destroy it. Leave the country or honor it. And this movie needs to be trashed.",0
"Deadly Detail!

This is a VERY detailed mask for what you pay. I have to admit i enjoy viewing it from a distance rather than wear it though. It looks amazing, i mean the picture does do it justice. It's a bit on the oversized side though. The main problem i had with it is the lack of air i was getting. I had to cut some larger nostrils, eye holes, and eye brow slits to make it more bareable. Its hard to wear for long periods just because of the airflow issues. I have it on display now and am still enjoying it deadly gaze on a daily basis. Good quality mask, slightly oversized, but overall im please with my purchase. 4 out of 5 stars!",1
"Well organized, informative, and entertaining.

The library wouldn't let me renew this book anymore, so I had to buy my own copy!As a novice gardener, I found this book to be just the thing to see me through my first growing season. As a librarian, I love the organization, the completeness of the index, and the thorough way all subjects are handled. There is a great section on herbs, too.As an avid reader, I enjoyed his occasional asides to the reader. For example, under ASPARGUS, STORING, the author tells us: ""You must be kidding. You don't store asparagus, you eat it!"" This is just what I wanted to be told, having eaten untold numbers of young asparagus spears with the mud still on 'em.A worthy purchase.",1
"Liked it more than I thought I would

I picked this book up knowing nothing about it, and I was pleasantly surprised with what I found. It was a touching book that also had me laughing aloud. I can't wait to read Jason Headley's next novel!",1
"Norah -Feels Like Home

I enjoyed the CD, the style of Norah's singing is a little different than some of her other work, but I still found it enjoyable to listen to.",1
"INSPIRING AND UPLIFTING!!!!!!!

I have told everyone I can about this book. You need to see the movie too! The movie follows the book fairly close. The book was uplifting, giving praise to our Lord and gave us some insight into a humble servant of God who believes that God keeps His promises and does!",1
"MTV Plugged?

I'm a big fan of ""The Boss"", but for the life of me, can't fathom why he is unable to follow the lead of larger acts, and actually ""unplug"" for MTV Unplugged. This CD offers no new material that can't be found elsewhere, and is basically nothing more than a ""live in concert"" CD that just so happened to be filmed by MTV.This concert took place in 1992, and you know it's pretty bad when you have bands ribbing you three years later about going on MTV UNPlugged, and then having to go and plug in. It's not like Bruce doesn't know how to play acoustic guitar, because he does. I'm a big acoustic guitar fan, and for someone of Bruce's talent level, to not be able to write songs that can be played acoustically only serves to bring down the level of respect I have for his talent.Not what I would consider an essential recording, and not recommended, unless you are such a die-hard ""Boss"" fan that you have to own every album he puts out. Otherwise, save your money.",0
"RETARDS SHOULDN'T BE ALLOWED TO MAKE MOVIES!!!!

I WOULD RATE THIS CRAP NEGATIVE 5 STARS IF I COULD. THIS MOVIE IS A PIECE OF TRASH!!! THEY NAMED THIS MOVIE ""SICK"" BECAUSE THE VIEWER IS GUARNTEED TO GET SICK BY WATCHING A VERY POORLY MADE, SORRY EXCUSE FOR A FILM. THE ACTING,THE STORY, AND THE CAMERA WORK IS PITIFUL. MY DOG COULD MAKE A BETTER MOVIE THAN THIS. ANYONE WHO WAS INVOLVED IN MAKING THIS CRAP SHOULD BE DRUG OUT INTO THE STREET AND SHOT. IF YOU'RE THINKING ABOUT COMMITING SUICIDE, THIS WILL PUT YOU OVER THE TOP. IF YOU LIKE THIS GARBAGE, THEN YOU NEED MENTAL ATTENTION IMMEDIATELY!!!! WHY THIS IS EVEN FOR SALE IS CRAZY. WHO IN THEIR RIGHT MIND WOULD BUY THIS. I WOULDN'T TAKE IT IF SOMEONE PAID ME TO. IF YOU RUN ACROSS A COPY OF THIS TRASH, DO MANKIND A FAVOR AND TAKE IT OUT AND BURN IT!!",0
"Great read.

Bk. 8-Texas Brands series.Sara Brand is on holiday when she meets Jake Nash. A few days after arriving a murder occurs. Jake, having served time for another killing is the prime suspect. The killer thinks Sara can identify him so he goes after her. Jake is the only one who can save her.A great read in this series. Next (Bk. 9) The Texas Brand: The homecoming about Luke Brand & Jasmine Jones.",1
"Not as good as my old unit

This unit works as advertised, but not as nice as the one it replaced. My VERY old Oregon Scientific IN/OUT wired thermometer display began to fail so I bought this as a replacement. This unit has very small and thin numbers on the display when compared to my old unit. Digits on my old one were about 1 inch tall and very bold, this one has 1/2 inch tall numbers that are very thin.I would rather have them remove the clock and increase the size of the temp displays. The clock would make sense if it kept track of the time the MAX and MIN temps occured. But it doesn't.",1
"stacking it

I bought this after I couldn't find a shoe rack I liked at Ikea. It's made of durable and light wood. It'll make a nice addtion to a wood themed room.",1
"not power anything

This is NOT power yoga. It is way too easy. I don't even think a first timer would find this good. Don't spend the money on it.",0
"Less than 1 year - Springs Leak

I like this bath pillow except for one thing. After having it for less than a year, it sprung a leak. The leak appears to be around the suction cup. These are so cheap, I'm taking a chance and ordering another one. It would cost more in my time and shipping to try and return for an exchange than to just order a new one.I don't like the terrycloth version that is available (this one is all plastic), because the terrycloth ones I've had tend to discolor and develop mold. This one got a little discolored on the back, but not badly, and it cleaned fairly easily. Up until the recent leak, I've been satisfied.",0
"Love it!

I love Almond oil! It's so great for your hair, face, and body. I use this on my scalp once a week with a mixture of rosemary oil. It makes my hair soft and shiny and has also helped it to grow:) I also use almond oil under my eyes and on a few stretch marks I have and it's faded them quite nicely!",1
"nas is like an rapper who can't speak

God Son title is a contraditon for Nas because he complain about Jay-z wanting to be God and he is saying he is Jesus . Listen to The Warrior Song.",0
"Poor return policy

I needed to return this item. I did promptly and know it got to its destination since I had paid the post office for a Track and Confirm. I have received NO acknowledgment and NO message that I have received my credit. This item was over $100! Because of this I am tempted not to patronize Amazon any more. PLEASE LOOK INTO THIS MATTER ASAP. Item in question is: Keurig B-40 B40 Elite Gourmet Single-Cup Home-Brewing System.",0
"i would by a different book

if you are buying only 1 book for lsat prep, don't buy this one. this book has some mistakes and really doesn't give you the help and guidence that you need to do well on the lsat. buy another book, not this one.",0
"Who would pay this much for this tripe?

Being a practical person, and looking for practical titles such as, oh, I don't know, ""ChainSaw Lumbermaking"", I am more than a little bit perplexed as to why any individual in his right mind would pay this much for this 'material' that would be better off at the bottom of a bird cage. Chainsaw lumbermaking as a hobby or profession is not for the type of ... want-to-be who can afford to shell out [money] for something to adorn his coffee table.",0
"NO CORE SUPPORT

Pillow was not what I expected. Previous cervical pillows I have owned had a core of hard foam under each lobe and soft foam around the cores. I returned this pillow without even taking out of the bag - seller ripped me off by charging a ridiculous restocking fee. I cannot recommend this pillow or this seller.",0
"Not your average bar rock

Sheryl shows a real talent on this first CD and has just got better and better from then on. The best songs here are Run Baby Run, Leaving Las Vegas, Strong Enough, Can't Cry Anymore,Solidify, What I Can Do For You, Na Na Song, All I Wanna Do, and I Shall Belive. I don't care for We Do What We Can, and No One Said It Would Be Easy because they get boring and are too slow. The rest bounce along. This is good rootsy rock and Sheryl's lyrics make you feel fustration, affection, and anger. It isn't as raw as her self-titled CD, or as consistent as The Globe Sessions, but it aims to please.",1
"Besides the men

The dancing was okay nothing much else there. was bored for most of the two hours. Wont suggest it to anyone",0
"Great, if your PC meets the requirements

If you like simulation games and airports, this game is great. However, you had BETTER have a Pentium II processor with at least 200 MhZ. I bought this game to use on my AMD K6-2 350 MhZ processor, and found nothing but trouble. I had to re-install it once because the main screen was glitching. After I got that taken care of, I discovered that the scrolling in the game was about as smooth as sandpaper, and hard to control the mouse. Luckily I also have a Pentium II computer, and it works fine there.I also found some data mix-ups with the populations of cities, I don't think Los Angeles only has 550,000 people! I also think that the pop. of 4,000,000 for Mexico City was a little off. As well as 30,000,000 for Miami.If you don't mind these kinds of problems, buy the game, it's great. Otherwise, save your money.I would also recommend RollerCoaster Tycoon, which is MUCH more platform friendly.",1
"beating a dead horse

Finally on DVD...but...I won't go into lengthy detail on the changes; since there are plenty reviews here that have already done the job for me.The digital ""enhancements"" stick out like a sore thumb of course, but other things bothered me as well. Star Wars was originally a feat of innovation, and relying on cgi effects is far from the brilliance Lucas and co. were once forced to conjure.I pay close attention to sound, and I noticed that sometimes the voice overdubs, mainly on Lea's, will sound crystal clear, and some of the other characters have that muffled, 70's film quality, which I don't mind a bit. I just say do them all over or don't do them at all.Also, pay close attention to the Millennium Falcon vs. Ti-Fighters and you can see flaws around some of the Ti-Fighters as they fly around Han and Luke.It's a DVD for chrissake! I'm sure Lucas could have fit the original version in there along with the ruined version!",0
"If you liked this book, you have to read the ANIMORPH SERIES

Jack Raynes ignored the anonymous note he got on his 13th birthday saying his life was in danger. That was a big mistake. Since he turned 13, he can suddenly speak several languages fluently. He spoke Spanish better than his Spanish teacher, and even speaks languages he didn't even know existed or couldn't speak. All the way from Hindu to being able to send a fax. But then something happens that changes everything. He overhears someone talking about killing him. But this is not the most frightening part about it, this language, isn't even human. When he finally meets the speaker of his death threat, the threat is almost fulfilled. The alien has him tied up next to a bomb...END",1
"worst movie I ever seen

This is the worst movie I ever seen. Not even worthy to rent it. No plot,no story, no cast can actually act. Worst director and screen play in movie history.",0
"Good Sophmore Album

Why is it that when a band becomes moderately successful, people hate their music? There is no way that this is anything less than a 3.5 star album at all. Has anyone listened to the crud on the radio today (britney, puddle of mudd, nickelback)... those are all 1 star albums. Granted, this is no Turn On the Bright Lights, but Interpol have released an album filled with memorable hooks, great guitar riffs, and fast moving music. Get over it, aging hipsters, not every band will be your ""special little secret"" forever... morons.",1
"prepare to lose your music!

I have about 200 live concerts that I burned onto TDK discs about 3 years ago. None of them are playable now. Going forward, I will only use Mitsui Gold cds.",0
"Fun deversion...

I bought this for my seven, soon to be eight, year old niece. I would recommend it for a ten or eleven year old. She is a little young for it now and didn't embrass it as I thought she would. Right now she ""play's"" it with her mom, not with friends as I had envisioned.",1
"i like it

i like it,How about a little action? If it makes sense, cut to the product in use as you describe your experiences with it.",1
"horrible smell

The air freshener smells like cheap cologne. I just sprayed it in my room and I had to walk out it smelled so strongly of such a nasty smell.Moral of the story: don't buy it.",0
"One SSN Defeats Entire Chinese Navy

This has to rank as one of the worst novels ever published. The premise is unrealistic, the story lacks emotion, and each chapter is a mirror image of the previous one. Send sub out, sub sinks everything in it's path, sub doesn't even get a scratch, sub returns to rearm. Don't waste your money.",0
"No gems left in the attic

As other reviewers have expressed rather eloquently, the Band is responsible for producing some of the finest music of the 20th century.All the evidence one needs for this assertion is provided in this fabulous package.However, as it has already been pointed out by previous reviewers, this box set is preaching to the choir. And, as a member of that choir, I contend that the book alone is worth the price. Also, the few live performances provided on the DVD were a most welcome surprise, as all of them were worthy performances showing the Band at the height of their powers.But, regarding the unreleased musical material, sadly, I don't feel that any of it is essential, as the best of it has already been included on the remastered original albums.So the attic has proved to be bare. No matter. Truely this box set is one of the finest you'll see. A fine tribute to five musicians who have left a musically legacy that will live on for the ages.",1
"worthless

Couldn't get it to format correctly either for normal PC use or with an Xbox 360. It was cheap, and I guess I got what I paid for.",0
"very nice

This is a very beautiful ring. I bought two, one in a size 6 for my friend, the other in a size 9 for me. It fits great, and comes in the cutest little box that's perfect for gift-giving. I would recommend this item to anyone considering it because it is a very nice ring.",1
"Holy Bullet Ride, Clayman!

I will start by saying I pown this album, Whoracle, and Reroute to Remain. R2R, being first, followed by Whoracle, and lastly Clayman. Whoracle has been my favourite In Flames album for so long and I didn't think anything else would surpass it. My cousin said Clayman would, and I said he was insane. Well, looks like he was right. After listening to it numerous times, it has surpassed Whoracle as my favourite In Flames album evAr!In Flames continues its epic uhh quest of giving us a load of melodic death metal. I love his scream/snarling vocals. A lot different and very identifiable as opposed to a lot of metal bands. Very intelligent lyrics and just precission playing, the technicallity is all their. In Flames is a wonder...and wonder that they are so awesome.This should defininitly be in every metal fans album collection and is a good album to start new people interested in checking out In Flames. Enjoy! I know I do!",1
"Not always the best

This is not as good as chamber but better than sorcerers the graphics are very..... bad.And ya I hate fighting things in this its just like Game Boy Color Pokemon thing.",1
"Run for your life!!

Next to Bungie's Marathon series of games, this has to be the best I've played in the shooter genre. The grahics on a Mac are very good....better than the PC demo I saw running a local computer store. The contol learning curve is simple and you can configure your keyboard most any way you want. I wouldn't play UT without a mouse. The only down side to this game is not much documentation to help you setup the network games feature. You definately don't want to play this game alone. It's more fun hunting friends and family!",1
"Not what is pictured!

The image for this game is NOT what you get in the box, you're getting Haba's My first Orchard game NOT Orchard (which is different game and which is pictured above). The My First Orchard game is for 2 year old's and is very simple and different than the other Orchard game for older children by Haba itself. I was very disappointed in the wrong image being pictured and buying something that I didn't realize was going to be something else. So please be sure to check out a proper pictured item for My First Orchard, because that is what this seller is selling. Now I have to return it and find the original game Orchard that I thought I was buying before from someone else, hope you don't make the same mistake as I did. I didn't know there were two different Orchard games...now I do. :)Cheers.",0
"Worthless, despite the high CR rating

I bought this as a gift because it had been rated highly by Consumer Reports. I was terribly disappointed. They look, feel, and perform like a child's toy. The eyepieces are tiny, so it's hard to even get them to line up with your eyes; the field of view is miniscule, the image is muddy and incredibly dim. We returned them and purchased a pair of Nikan Action 8x40 for a similar price, and were delighted.If you are considering these because of price, look at the Nikon Action 8x40 -- crisp and bright, and similarly priced. If you must have something pocket-sized, consider the Nikon Travelite V series. The image is nowhere near the Nikon Action 8x40 mentioned above, but it's still superior to this one. Also the eyepieces are much wider. Nevertheless for birding etc, I would hesitate to reccomend any of the pocket binoculars. You're much betetr off with a full-size, esp. a (relatively) light and cheap one such as the Nikon Action 8x40.",0
"terrible smell

Unless you have an outside dog, don't get these. The smell is absolutely horrible and stinks up the entire house... ugh ...",0
"Great Service - Excellent Read

I wanted a copy of this in my library. I have read it twice and recommend it to everyone I know. A great piece of history and biography. The vendor service was great. No complaints.",1
"A good thing he kept on going............

Steinbeck is one of my favourite storytellers, but this should never have seen the light of day, as his attempts to be quirky don't come off, and the whole thing is just, well, awful. He wrote some wonderful things, this just wasn't one of them.",0
"Not bad

The book was good contained alot of info, however i prefer the book the resolution for men, very good book",1
"Awesome

My nails have been growing like crazy since I've been taking these. I'm not too sure about my hair though, since my hair is already naturally thick, but it does feel longer and I only cut it short about a month ago.",1
"AWESOME!

Stop thinking about it... just put it in the cart and go to the check out. Used it for Christmas while out of town... worked GREAT! Also purchased one for a gift, Theirs also works GREAT! Dont get ripped off in the store... get more for your money here!",1
"blend-n-go works!

I tried the ninja to blend my smoothie, when my blender seemed too tired to work well. Ninja started leaking so I tried the Oster Blend-N-Go Cup and even the seemingly tired older blender worked well and I can have my smoothies ready to go in a flash and take them along or finish them off before I leave the house.I like being able to put the frozen fruit into the measured cup, pour the milk right in to the cup, now that I have the best line to fill to, put on the blender base and whirl it up!Saves on measuring cups, too. Well worth getting!",1
"want to read a bad sitcom?

Classic case of inventing a catchy, oh-so-cute title, then inventing a story to go with it. As usual, with painful results. The author ought to be writing sitcoms, because she shouldn't be writing books in sitcom style. They're rather different media, sitcoms and books, but the author is blissfully unaware of this. The heroine is not very likable, and the neurotics around her are over the top -- too, too much. When you have no real story, create neurotic supporting characters, that's the rule isn't it? Skip this one, do something else with your life.",0
"Vol are a let down

We purchased Elements Vol 7: psychic. It only has three episodes on it but the kids wanted it and it was on sale so I said OK. What a disappointment! The DVD contained PART ONE of ""Abra and the Psychic Showdown."", ""Pearls are a Spoink's best Friend"", and PART TWO of ""Address Unknown.""We looked for another elements DVD with the missing episodes with no luck. It's just a shame. Think how much money this company could make if they were just more careful with how they packaged these episodes.",0
"Fabulous book

I've read five Anita Shreve novels. Some I've liked better then others. This one was one of my favorites so far. The characters and Shreve's way of writing draws you right in. You feel like you are with them and in their world. Resistance was, for me, the perfect balance of historical setting, love story and intrigue",1
"Poor writing

I only read the second two books in this trilogy because I read the first book and felt obligated. I think she writes too many books and the quality is poor. There were so many typos in this book that I found it distracting. The language was poor and just didn't seem like much effort was put into this book. She dragged this story out into 3 books when it really could have been told effectively in one novel. I really don't recommend this trilogy at all.",0
"NOT THE PBS BOOK!!!

Becareful, I read a review here that said that this is the book from PBS... It IS NOT. I bought the book after reading the review and just sent it back. It is not even by the same authors who wrote the PBS book. I agree with some of the other reviewers, this sounds like a scam job at the expense of children and their parents. I may have kept the book if I wasn't so upset about being deceived. If you are looking for the PBS book it is called ""The Ultimate Book of Kid Concoctions"" by John & Danita Thomas. I have sent an email to the authors about this rip off book, I hope they take some type of action.",0
"Both humorous and informative

Indeed a very helpful and informative book for understanding Indonesian people and culture. Haveing spent almost two years living and working in Indonesia I found myself referring to this book often. I found myself explaining to my fellow expatriates why certain things happened the way they do in this country often referring to things I read. From conducting business to accomplishing everyday tasks, this book offers excellent example and explantions. Definately a book for expatraites living in Indonesia, business travellers, but also beneficial to the traveller wanting to ascertain a deeper, more sincere understanding of Indonesian people and culture.",1
"Excellent Resource!

This is an excellent book with many great suggestions on how to deeply connect with people.Even though I've always been blessed to be able to connect and converse with people easily and already practice many of the skills suggested in this book, I still learned many new ways to connect even more fully.I would highly recommend this book, especially if connecting with others doesn't come quite as naturally.",1
"Reads like Webster's Dictionary...only drier.

Oh my aching head...What a mistake buying this book was. Someone should have warned me that this is really a reference resource meant for pros who like dictionaries. I tried to give it away, but it keeps ending up on my desk. Sort of like a curse. UGH",0
"Woah, not much to say, it's as bad as you would fear and then some

I'm surprised Bo only co-wrote/wrote two songs on the album itself though; since he's supposedly the ""real experienced rocker"" type I would've expected more. Seems like his material was mostly relegated to the dual disc, either because it's not commercial enough or not good enough or both.After listening to the 2 tunes (which on this album of subpar pop ), it's clear that they are not good enough as single material. Hope this pop cliche avenue bodes well for the powers that be behind this commercialization of Bo Bice. I ain't buying the next CD until I Hear all of the audio clips, Now that is the REAL deal!",0
"Defective out of the box

Hooked it up and it leaked water out of the bottom. Called Keurig who did not seem surprised by the problem. They said they would ship a new one out along with a prepaid fedex shipping label to send the old one back ""for testing to see why this happened."" Right. Keurig needs to get it together. Pretty inexcusable. If you can find a comparable coffee maker, I would buy it over keurig.",0
"Just Stopped Working One Day

Suddenly, after 16 months of use, the phone just stopped working. Neither the handset nor the speaker phone works and the LCD display has gone blank (but the LEDs light-up). I called the customer support line and they recognized the problem. But they will not replace or fix the phone without charging me ... since the one-year warranty period ran out four months ago. Obviously I am not going to pay ... for a refurbised phone, especially since I was never really happy with it. Its duplex feature never quite worked well and the mic was not sensitive enough and the speaker volume never went high enough. Overall, the quality of Polycom's home products are drastically inferior to its office products.",0
"Lullabies that are not just for children

This is the CD that made me a dyed-in-the-wool Priscilla Herdman fan. Her voice is amazing -- clear, soothing and simply beautiful. And so are these songs. This CD is a complete, flowing musical experience--Priscilla calls herself a ""song finder,"" and this is a testament to her extraordinary abilities not only as a vocalist but also as a selector of just the right tunes in just the right order. I don't have children or grandchildren: This album is just for me!",1
"Insight

This is a well-written and engrossing book, by and about an enigmatic personality. Coopers juxtaposition of personal life, tragedy and memories with the epic human disasters he's been drawn to cover provide insight into his demons and to those at work in the world.",1
"Are you kidding? This toy is amazing!

I've had this toy since I was a little kid..... AND IT'S AMAZING!The light really is bright, and I have had this toy since about age 4, and the bulb is still perfect! If you open up the lid right, no pegs will fall out and this toy is PERFECT for traveling, especially on long airplane rides at night. Great toy.",1
"terrible customer service from manufacturer

it's true this stuff gets the animal smell out, but it leaves behind the odor of the product which is not all that great. I called the number on the bottle and spoke with a staff member- who sounded just like the voice on their voice mail - on several occasions. She promised to have the customer service staff call me back- NEVER HAPPENED. I have sent several emails as directed on their voicemail- NEVER RESPONDED. I was not asking to return the product, just some advise in getting the product smell out of my carpet. I am having to go rent a carpet cleaning machine at this point. Should have done that first and never purchased this product. DON'T BUY THIS PRODUCTGet Serious Stain, Odor & Pheromone Extractor - Gallon",0
"Yikes!!!....what were they thinking?

Okay, maybe this movie would have been a big hit in 1952....but these days, cheesy talking dogs and a plot that would even make Bob Saget barf, just DOES NOT hold up as a good movie. They shouldn't have made this third ""Look Whose Talking."" It's not funny.....it's bad acting...and the only station that would even consider airing it is ""The Super Station"" Save your money, go buy the original two movies. At least they were some what cute.",0
"Product not received

We did not receive this product, although it says it was left at our house. Someone is home at all times, so I don't understand the claim. In any case, we did not receive it, and it is something that we need for a very ill person. Please tell me how this can be rectified.",0
"Captured My Heart

Radclyffe has done it again! I loved this book! This book has everything a good book should have: plot, great characters, humor, romance, and as Radclyffe does best sex. Jessie and Kate are as great together in this book as in the first and I also loved Mae the first time around. I was glad to see that she finally got what was coming to her! The introduction to Vance was a wonderful addition. I hope that there is more story for these 4 amazing women...as I am sure you will see the possiblities for future books as I have! Radclyffe always leaves you hoping for more...",1
"Investment Cookware

I have been learning to love cast iron and what it can do. I have been also experimenting on the grill with my cast iron, and love what it does. I have had the best biscuits out of this pan! Crispy on the outside tender on the inside, brown around the edges...I couldn't believe it!! I do love the suggestion of a biscuit in one hole and eggs in the other, and I have even cooked a sausage patty in another hole. I even made meatloaf circles just because I love the crunchys on the outside. I had a crowd for breakfast one morning and did 7 eggs at one time, sprinkle bacon bits on top , they were great and everyone ate at the same time. Pan is well made something to pass on to your children. I look forward to other baking pan Lodge comes out with.",1
"Neither informative nor stimulating.

Neither informative nor stimulating. Don't waste your money. There are videos that are more educational, and videos that are more exciting.",0
"True, not the most useful accessory but.....

I must agree that this charger stand is not the most useful accessory for this phone. I must say however, Nokia does not claim this is a two-slot charger. Also,it is important to note that the plug DOES fit into the stand albeit - snugly. Make sure that the plug going into the stand is the right end - notice that the transformer has a ""wing"" shaped slot for the larger end of the cord. If you try to put the wrong side - the ""wing"" shaped end-into the charger it will not fit. This stand is not so useful because the charger plug is so simple to begin with. Save your money and buy a buy a case for this phone instead - it scratches too easily.",0
"A waste of my time

This is a very thin plot padded with lots of sex and terrifying descriptions of goblins. As far as the story, it would fit in a magazine. I am truly disappointed.",0
"LIST INGREDIENTS?

Interesting idea, great price, but the millions of us out here with topical allergies NEED to see full disclosure on ingredients. Try again, guys!",0
"Ooh Madalena by Elis Regina, the master

When Ella Fitzgerald came to Rio de Janeiro in 1971, she got impressed by a track she listened to from a cassette tape someone had presented her. It was the smash hit of the moment - ""Madalena"" by composer Ivan Lins as sung by Elis Regina. It was 1971 and Ella has recorded it live in 1972 in her Jazz the Philharmonica concert at the Santa Monica Civic. The master Elis Regina counted on the great Chiquinho de Morais as her arranger for this album. Another smash hit from this album was Marcos Valle's ""Black is Beautiful"".",1
"Worst movie ever?

Is this the worst movie ever? From the awful acting to the amateur script to the oblivious direction - this is a bad movie. It could have been much more, it was interesting for the first ten minutes or so, then it took a nosedive. Too bad. If you enjoy bad acting, buy the disc to savor Jamie Lee Curtis' awful performance.",0
"Great Customer Service, Terrible Product

I have used nothing but Norelco for 15-20 years. Great shavers.I bought the 7180 last November. The battery gave out 2-3 months later (no, I did not overcharge). They sent a new shaver. About 1 month later, I was tapping the razor on the sink to shake out the shavings and the battery (I assume) was knocked out of position. The shaver stopped working. They sent a new one. About 1 month later, the shaver just stopped working for no known reason. They sent a new one. The new one has worked 6+ months. This week, it just stopped working.Up until now, I have had nothing but great experiences with Norelco. I'm sure if I asked for a new razor, they'd give me one. I'm just tired of having them break. I don't think I was abusive to these shavers.",0
